250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
250000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
150000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
50000,0
20000,7
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
20000,0
10000,26
10000,3
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
10000,0
50000,4
50000,0
